id,name_x,artist,album,release_date,duration_ms_x,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,Dr. Dre,2001 (Explicit Version),1999-11-16,222240,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.925,0.737,8,-1.292,1,0.0777,0.092,0.0,0.169,0.603,133.946,audio_features,spotify:track:0Zh5U48tZNeAzzLTV1CVBE,https://api.spotify.com/v1/tracks/0Zh5U48tZNeAzzLTV1CVBE,https://api.spotify.com/v1/audio-analysis/0Zh5U48tZNeAzzLTV1CVBE,4
1cNu255NnYAGx6aNNbOPKk,The Car Bomb,Dr. Dre,2001 (Explicit Version),1999-11-16,60933,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.615,0.847,1,-9.373,1,0.785,0.647,0.0,0.346,0.399,75.459,audio_features,spotify:track:1cNu255NnYAGx6aNNbOPKk,https://api.spotify.com/v1/tracks/1cNu255NnYAGx6aNNbOPKk,https://api.spotify.com/v1/audio-analysis/1cNu255NnYAGx6aNNbOPKk,3
1ncA0KNEe4cuoEe1ZsPwVX,Ed-Ucation,Dr. Dre,2001 (Explicit Version),1999-11-16,92160,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.645,0.87,1,-3.18,1,0.495,0.445,0.0,0.397,0.593,168.985,audio_features,spotify:track:1ncA0KNEe4cuoEe1ZsPwVX,https://api.spotify.com/v1/tracks/1ncA0KNEe4cuoEe1ZsPwVX,https://api.spotify.com/v1/audio-analysis/1ncA0KNEe4cuoEe1ZsPwVX,3
20LxTsa6936zOlzTWqoPVt,The Next Episode,Dr. Dre,2001 (Explicit Version),1999-11-16,161600,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,audio_features,spotify:track:20LxTsa6936zOlzTWqoPVt,https://api.spotify.com/v1/tracks/20LxTsa6936zOlzTWqoPVt,https://api.spotify.com/v1/audio-analysis/20LxTsa6936zOlzTWqoPVt,4
2Dts49OexROL2KvCK2sokf,What's The Difference,Dr. Dre,2001 (Explicit Version),1999-11-16,244266,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.782,0.819,11,-0.158,0,0.251,0.252,0.0,0.133,0.725,91.824,audio_features,spotify:track:2Dts49OexROL2KvCK2sokf,https://api.spotify.com/v1/tracks/2Dts49OexROL2KvCK2sokf,https://api.spotify.com/v1/audio-analysis/2Dts49OexROL2KvCK2sokf,4
2g9E9UyZ3pdJ1eqUQW0tfQ,Xxplosive,Dr. Dre,2001 (Explicit Version),1999-11-16,215266,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.767,0.881,1,-4.359,1,0.109,0.191,8.29e-06,0.139,0.939,169.049,audio_features,spotify:track:2g9E9UyZ3pdJ1eqUQW0tfQ,https://api.spotify.com/v1/tracks/2g9E9UyZ3pdJ1eqUQW0tfQ,https://api.spotify.com/v1/audio-analysis/2g9E9UyZ3pdJ1eqUQW0tfQ,4
2z5USVhHM2qGcHlKYdagmf,The Message/ Outro,Dr. Dre,2001 (Explicit Version),1999-11-16,329333,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.739,0.568,8,-4.287,0,0.127,0.05,5.07e-05,0.085,0.824,82.469,audio_features,spotify:track:2z5USVhHM2qGcHlKYdagmf,https://api.spotify.com/v1/tracks/2z5USVhHM2qGcHlKYdagmf,https://api.spotify.com/v1/audio-analysis/2z5USVhHM2qGcHlKYdagmf,4
4DhGh3CU7dzZLRu2bIrrIq,Bitch Niggaz,Dr. Dre,2001 (Explicit Version),1999-11-16,253573,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.697,0.711,4,-1.468,0,0.379,0.373,0.0,0.257,0.61,79.058,audio_features,spotify:track:4DhGh3CU7dzZLRu2bIrrIq,https://api.spotify.com/v1/tracks/4DhGh3CU7dzZLRu2bIrrIq,https://api.spotify.com/v1/audio-analysis/4DhGh3CU7dzZLRu2bIrrIq,4
4F4YSSwkuZjH0viCgq7Tc4,Murder Ink,Dr. Dre,2001 (Explicit Version),1999-11-16,148333,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.749,0.893,7,-1.145,1,0.269,0.0249,2.9e-05,0.496,0.8,88.018,audio_features,spotify:track:4F4YSSwkuZjH0viCgq7Tc4,https://api.spotify.com/v1/tracks/4F4YSSwkuZjH0viCgq7Tc4,https://api.spotify.com/v1/audio-analysis/4F4YSSwkuZjH0viCgq7Tc4,4
5GgmaSJiVylNjuRnzodXv5,Bang Bang,Dr. Dre,2001 (Explicit Version),1999-11-16,222466,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.865,0.877,5,-2.437,0,0.148,0.12,2.07e-06,0.0808,0.783,95.329,audio_features,spotify:track:5GgmaSJiVylNjuRnzodXv5,https://api.spotify.com/v1/tracks/5GgmaSJiVylNjuRnzodXv5,https://api.spotify.com/v1/audio-analysis/5GgmaSJiVylNjuRnzodXv5,4
5LtBZCUZWoTHpmhcOOfSeJ,Pause 4 Porno,Dr. Dre,2001 (Explicit Version),1999-11-16,92800,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.364,0.707,1,-7.373,0,0.239,0.224,0.0,0.656,0.721,82.519,audio_features,spotify:track:5LtBZCUZWoTHpmhcOOfSeJ,https://api.spotify.com/v1/tracks/5LtBZCUZWoTHpmhcOOfSeJ,https://api.spotify.com/v1/audio-analysis/5LtBZCUZWoTHpmhcOOfSeJ,4
5PtZZkNYizyl4tq4Ru6pCL,Let's Get High,Dr. Dre,2001 (Explicit Version),1999-11-16,147426,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.895,0.847,4,-2.825,0,0.331,0.054,0.0,0.0894,0.544,99.375,audio_features,spotify:track:5PtZZkNYizyl4tq4Ru6pCL,https://api.spotify.com/v1/tracks/5PtZZkNYizyl4tq4Ru6pCL,https://api.spotify.com/v1/audio-analysis/5PtZZkNYizyl4tq4Ru6pCL,4
5QFJQXKRRKpEumd5BE8raa,The Watcher,Dr. Dre,2001 (Explicit Version),1999-11-16,206573,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.938,0.487,7,-3.489,1,0.244,0.188,0.0,0.0985,0.511,97.565,audio_features,spotify:track:5QFJQXKRRKpEumd5BE8raa,https://api.spotify.com/v1/tracks/5QFJQXKRRKpEumd5BE8raa,https://api.spotify.com/v1/audio-analysis/5QFJQXKRRKpEumd5BE8raa,4
5lLPfzsU52am43MLwmvwlr,Big Ego's,Dr. Dre,2001 (Explicit Version),1999-11-16,238360,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.827,0.808,4,-1.263,0,0.222,0.592,1.55e-05,0.225,0.5,88.695,audio_features,spotify:track:5lLPfzsU52am43MLwmvwlr,https://api.spotify.com/v1/tracks/5lLPfzsU52am43MLwmvwlr,https://api.spotify.com/v1/audio-analysis/5lLPfzsU52am43MLwmvwlr,4
5t6bYzld1vAXUEs9GAA149,Fuck You,Dr. Dre,2001 (Explicit Version),1999-11-16,205400,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.878,0.57,9,-3.757,0,0.414,0.279,0.0,0.0946,0.739,92.206,audio_features,spotify:track:5t6bYzld1vAXUEs9GAA149,https://api.spotify.com/v1/tracks/5t6bYzld1vAXUEs9GAA149,https://api.spotify.com/v1/audio-analysis/5t6bYzld1vAXUEs9GAA149,4
6JzrLImeXZZXt78330dh5m,Lolo (Intro),Dr. Dre,2001 (Explicit Version),1999-11-16,41760,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.387,0.783,0,-13.972,1,0.506,0.098,0.0,0.186,0.187,163.213,audio_features,spotify:track:6JzrLImeXZZXt78330dh5m,https://api.spotify.com/v1/tracks/6JzrLImeXZZXt78330dh5m,https://api.spotify.com/v1/audio-analysis/6JzrLImeXZZXt78330dh5m,3
6UeR9EXQ3JWOWiDX7ZnDhD,Housewife,Dr. Dre,2001 (Explicit Version),1999-11-16,242666,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.892,0.709,6,-2.578,0,0.313,0.243,1.16e-06,0.667,0.902,92.894,audio_features,spotify:track:6UeR9EXQ3JWOWiDX7ZnDhD,https://api.spotify.com/v1/tracks/6UeR9EXQ3JWOWiDX7ZnDhD,https://api.spotify.com/v1/audio-analysis/6UeR9EXQ3JWOWiDX7ZnDhD,4
6aIp8fjllvhTqCrHgAKJR1,Bar One,Dr. Dre,2001 (Explicit Version),1999-11-16,50600,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.816,0.801,7,-8.58,0,0.315,0.201,0.0,0.101,0.838,81.328,audio_features,spotify:track:6aIp8fjllvhTqCrHgAKJR1,https://api.spotify.com/v1/tracks/6aIp8fjllvhTqCrHgAKJR1,https://api.spotify.com/v1/audio-analysis/6aIp8fjllvhTqCrHgAKJR1,4
6ltPEsP4edATzvinHOzvk2,Still D.R.E.,Dr. Dre,2001 (Explicit Version),1999-11-16,268004,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,audio_features,spotify:track:6ltPEsP4edATzvinHOzvk2,https://api.spotify.com/v1/tracks/6ltPEsP4edATzvinHOzvk2,https://api.spotify.com/v1/audio-analysis/6ltPEsP4edATzvinHOzvk2,4
7EV37bmY3qzHzf8PA3ueMv,Ackrite,Dr. Dre,2001 (Explicit Version),1999-11-16,219960,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.857,0.741,2,-3.361,1,0.317,0.0751,0.0,0.524,0.848,94.205,audio_features,spotify:track:7EV37bmY3qzHzf8PA3ueMv,https://api.spotify.com/v1/tracks/7EV37bmY3qzHzf8PA3ueMv,https://api.spotify.com/v1/audio-analysis/7EV37bmY3qzHzf8PA3ueMv,4
7KYu84qzxD1u02KW8F1YOo,Light Speed,Dr. Dre,2001 (Explicit Version),1999-11-16,161066,2018-08-04 21:47:23+00:00,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.863,0.805,1,-2.423,0,0.187,0.081,2.76e-05,0.214,0.878,86.366,audio_features,spotify:track:7KYu84qzxD1u02KW8F1YOo,https://api.spotify.com/v1/tracks/7KYu84qzxD1u02KW8F1YOo,https://api.spotify.com/v1/audio-analysis/7KYu84qzxD1u02KW8F1YOo,4
11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,ASTROWORLD,2018-08-03,196138,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,audio_features,spotify:track:11kDth1aKUEUMq9r1pqyds,https://api.spotify.com/v1/tracks/11kDth1aKUEUMq9r1pqyds,https://api.spotify.com/v1/audio-analysis/11kDth1aKUEUMq9r1pqyds,4
1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,2018-08-03,338438,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009,audio_features,spotify:track:1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/tracks/1xYpVRspgaLxdJLOTQkTjg,https://api.spotify.com/v1/audio-analysis/1xYpVRspgaLxdJLOTQkTjg,4
20MuVazoNMv6xjKPnRFOxG,WAKE UP,Travis Scott,ASTROWORLD,2018-08-03,231963,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,audio_features,spotify:track:20MuVazoNMv6xjKPnRFOxG,https://api.spotify.com/v1/tracks/20MuVazoNMv6xjKPnRFOxG,https://api.spotify.com/v1/audio-analysis/20MuVazoNMv6xjKPnRFOxG,4
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,Travis Scott,ASTROWORLD,2018-08-03,198408,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,audio_features,spotify:track:27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/tracks/27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/audio-analysis/27a1mYSG5tYg7dmEjWBcmL,4
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,2018-08-03,190557,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,4
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,312820,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,4
4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,Travis Scott,ASTROWORLD,2018-08-03,176720,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.834,0.731,10,-5.603,0,0.0566,0.0462,0.0,0.0731,0.681,140.001,audio_features,spotify:track:4KYS9GK68yeuUJ8vJfPxrq,https://api.spotify.com/v1/tracks/4KYS9GK68yeuUJ8vJfPxrq,https://api.spotify.com/v1/audio-analysis/4KYS9GK68yeuUJ8vJfPxrq,4
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,Travis Scott,ASTROWORLD,2018-08-03,142969,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,audio_features,spotify:track:4MXhiYIRDMGAuvZc5IFTwC,https://api.spotify.com/v1/tracks/4MXhiYIRDMGAuvZc5IFTwC,https://api.spotify.com/v1/audio-analysis/4MXhiYIRDMGAuvZc5IFTwC,4
4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,Travis Scott,ASTROWORLD,2018-08-03,185610,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,audio_features,spotify:track:4SZepBIPDRwPaHIjAKwRDb,https://api.spotify.com/v1/tracks/4SZepBIPDRwPaHIjAKwRDb,https://api.spotify.com/v1/audio-analysis/4SZepBIPDRwPaHIjAKwRDb,4
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,Travis Scott,ASTROWORLD,2018-08-03,217828,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,audio_features,spotify:track:58TaFP5j5i9swOf584yon2,https://api.spotify.com/v1/tracks/58TaFP5j5i9swOf584yon2,https://api.spotify.com/v1/audio-analysis/58TaFP5j5i9swOf584yon2,4
6BJbOXDlgVAXSaq6wYFYT2,NC-17,Travis Scott,ASTROWORLD,2018-08-03,156885,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,audio_features,spotify:track:6BJbOXDlgVAXSaq6wYFYT2,https://api.spotify.com/v1/tracks/6BJbOXDlgVAXSaq6wYFYT2,https://api.spotify.com/v1/audio-analysis/6BJbOXDlgVAXSaq6wYFYT2,4
6NMtzpDQBTOfJwMzgMX0zl,SKELETONS,Travis Scott,ASTROWORLD,2018-08-03,145588,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,audio_features,spotify:track:6NMtzpDQBTOfJwMzgMX0zl,https://api.spotify.com/v1/tracks/6NMtzpDQBTOfJwMzgMX0zl,https://api.spotify.com/v1/audio-analysis/6NMtzpDQBTOfJwMzgMX0zl,4
6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,Travis Scott,ASTROWORLD,2018-08-03,218283,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,audio_features,spotify:track:6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/audio-analysis/6OaVWaGfhXn70ZJfdVcabn,4
6vnfObZ4Ys70SBAtti1xZ9,COFFEE BEAN,Travis Scott,ASTROWORLD,2018-08-03,209115,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,audio_features,spotify:track:6vnfObZ4Ys70SBAtti1xZ9,https://api.spotify.com/v1/tracks/6vnfObZ4Ys70SBAtti1xZ9,https://api.spotify.com/v1/audio-analysis/6vnfObZ4Ys70SBAtti1xZ9,4
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,Travis Scott,ASTROWORLD,2018-08-03,180182,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,audio_features,spotify:track:7KZ5MMVgBVox9ycroB2UrI,https://api.spotify.com/v1/tracks/7KZ5MMVgBVox9ycroB2UrI,https://api.spotify.com/v1/audio-analysis/7KZ5MMVgBVox9ycroB2UrI,5
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,Travis Scott,ASTROWORLD,2018-08-03,150043,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,audio_features,spotify:track:7lAK3oHbfEnvUQWosrMMpR,https://api.spotify.com/v1/tracks/7lAK3oHbfEnvUQWosrMMpR,https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,4
7wBJfHzpfI3032CSD7CE2m,STARGAZING,Travis Scott,ASTROWORLD,2018-08-03,270714,2018-08-04 21:40:21+00:00,"['hip hop', 'rap', 'slap house']",0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,audio_features,spotify:track:7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/tracks/7wBJfHzpfI3032CSD7CE2m,https://api.spotify.com/v1/audio-analysis/7wBJfHzpfI3032CSD7CE2m,4
0Jcij1eWd5bDMU5iPbxe2i,Kitchen,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,268746,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.725,0.801,5,-5.326,0,0.035,0.137,0.0397,0.133,0.666,129.98,audio_features,spotify:track:0Jcij1eWd5bDMU5iPbxe2i,https://api.spotify.com/v1/tracks/0Jcij1eWd5bDMU5iPbxe2i,https://api.spotify.com/v1/audio-analysis/0Jcij1eWd5bDMU5iPbxe2i,4
0O6jl8Zamz6TGF0nUwMQsF,Frequency,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,298240,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.791,0.577,1,-6.555,1,0.0367,0.498,0.47,0.12,0.217,115.07,audio_features,spotify:track:0O6jl8Zamz6TGF0nUwMQsF,https://api.spotify.com/v1/tracks/0O6jl8Zamz6TGF0nUwMQsF,https://api.spotify.com/v1/audio-analysis/0O6jl8Zamz6TGF0nUwMQsF,4
0dBXCFV75G0mdi5fo7eO9v,Distant Fantasies,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,287600,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.623,0.592,11,-10.141,1,0.084,0.181,0.0128,0.332,0.241,97.979,audio_features,spotify:track:0dBXCFV75G0mdi5fo7eO9v,https://api.spotify.com/v1/tracks/0dBXCFV75G0mdi5fo7eO9v,https://api.spotify.com/v1/audio-analysis/0dBXCFV75G0mdi5fo7eO9v,4
0gnYo3z19PzAVikI7doinv,Flight At First Sight/Advanced,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,236760,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.817,0.716,5,-7.36,0,0.0687,0.196,0.00433,0.0861,0.402,113.982,audio_features,spotify:track:0gnYo3z19PzAVikI7doinv,https://api.spotify.com/v1/tracks/0gnYo3z19PzAVikI7doinv,https://api.spotify.com/v1/audio-analysis/0gnYo3z19PzAVikI7doinv,4
1Bta6k7sXqUJfebYppG7Mq,Does It,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,262546,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.651,0.649,9,-9.413,0,0.163,0.238,0.000181,0.207,0.239,120.097,audio_features,spotify:track:1Bta6k7sXqUJfebYppG7Mq,https://api.spotify.com/v1/tracks/1Bta6k7sXqUJfebYppG7Mq,https://api.spotify.com/v1/audio-analysis/1Bta6k7sXqUJfebYppG7Mq,4
1uHb5qa69lHLcFT38fIfUG,Surfin',Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,375013,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.531,0.688,7,-6.173,1,0.0748,0.0349,0.0244,0.112,0.461,130.008,audio_features,spotify:track:1uHb5qa69lHLcFT38fIfUG,https://api.spotify.com/v1/tracks/1uHb5qa69lHLcFT38fIfUG,https://api.spotify.com/v1/audio-analysis/1uHb5qa69lHLcFT38fIfUG,4
36ltVroxdokt4IVqNh4EEO,ILLusions,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,256226,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.743,0.498,0,-6.443,1,0.0356,0.328,0.00244,0.115,0.792,96.001,audio_features,spotify:track:36ltVroxdokt4IVqNh4EEO,https://api.spotify.com/v1/tracks/36ltVroxdokt4IVqNh4EEO,https://api.spotify.com/v1/audio-analysis/36ltVroxdokt4IVqNh4EEO,4
3uEBYVUzx2aft489ui6Nmi,Cosmic Warrior,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,240973,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.58,0.787,9,-6.591,0,0.0296,0.229,0.189,0.0951,0.278,129.987,audio_features,spotify:track:3uEBYVUzx2aft489ui6Nmi,https://api.spotify.com/v1/tracks/3uEBYVUzx2aft489ui6Nmi,https://api.spotify.com/v1/audio-analysis/3uEBYVUzx2aft489ui6Nmi,4
40jxatV29fk82SAziDsPqN,Rose Golden,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,277813,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.594,0.762,9,-7.951,0,0.0899,0.426,0.0,0.085,0.588,139.932,audio_features,spotify:track:40jxatV29fk82SAziDsPqN,https://api.spotify.com/v1/tracks/40jxatV29fk82SAziDsPqN,https://api.spotify.com/v1/audio-analysis/40jxatV29fk82SAziDsPqN,4
4HMhDkyOObFngSAz2xeQhK,All In,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,250586,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.661,0.596,9,-8.176,0,0.0801,0.0391,0.331,0.943,0.538,154.017,audio_features,spotify:track:4HMhDkyOObFngSAz2xeQhK,https://api.spotify.com/v1/tracks/4HMhDkyOObFngSAz2xeQhK,https://api.spotify.com/v1/audio-analysis/4HMhDkyOObFngSAz2xeQhK,4
4VOUXdkDN3USHfEtBjCUPS,Dance 4 Eternity,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,283426,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.733,0.656,0,-10.354,1,0.0336,0.15,0.5,0.0803,0.718,121.016,audio_features,spotify:track:4VOUXdkDN3USHfEtBjCUPS,https://api.spotify.com/v1/tracks/4VOUXdkDN3USHfEtBjCUPS,https://api.spotify.com/v1/audio-analysis/4VOUXdkDN3USHfEtBjCUPS,4
5FxVTEpoBress37MmlMhbZ,By Design,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,257053,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.756,0.85,9,-5.885,0,0.0538,0.0559,0.000809,0.111,0.415,100.005,audio_features,spotify:track:5FxVTEpoBress37MmlMhbZ,https://api.spotify.com/v1/tracks/5FxVTEpoBress37MmlMhbZ,https://api.spotify.com/v1/audio-analysis/5FxVTEpoBress37MmlMhbZ,4
5ND2pMuoFVtT0Ocug5A4KT,Wounds,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,243560,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.491,0.393,8,-8.647,1,0.0285,0.432,0.332,0.108,0.152,84.791,audio_features,spotify:track:5ND2pMuoFVtT0Ocug5A4KT,https://api.spotify.com/v1/tracks/5ND2pMuoFVtT0Ocug5A4KT,https://api.spotify.com/v1/audio-analysis/5ND2pMuoFVtT0Ocug5A4KT,4
5Tm9At0xeFb0MtlV8uI3eY,Releaser,Kid Cudi,"Passion, Pain & Demon Slayin'",2016-12-16,327973,2018-07-28 13:24:27+00:00,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.595,0.442,7,-11.115,0,0.0289,0.116,0.77,0.114,0.134,81.992,audio_features,spotify:track:5Tm9At0xeFb0MtlV8uI3eY,https://api.spotify.com/v1/tracks/5Tm9At0xeFb0MtlV8uI3eY,https://api.spotify.com/v1/audio-analysis/5Tm9At0xeFb0MtlV8uI3eY,4
